# ungefähr 20 % der Original-Daten 
# Quelle: https://www.kaggle.com/datasets/wspirat/poland-used-cars-offers/data
# nachbearbeitet
Marke,Modell,Preis [Zloty],Kilometerstand [km],Getriebe,Hubraum [cm3],Kraftstoff,Stadt,Region,Jahr,Alter
mini,MINI ONE,19800.0,194400,Automatik,1598.0,Benzin,Kartuzy,Pomorskie,2006,18
mercedes-benz,Mercedes-Benz Klasa E 220 CDI BlueEff Avantgarde,52500.0,180000,Automatik,2987.0,Diesel,Kraków,Małopolskie,2014,10
ford,Ford Kuga 1.5 EcoBoost FWD Edition ASS,63900.0,239270,Schaltwagen,1498.0,Diesel,Swarzędz,Wielkopolskie,2018,6
volvo,Volvo V90 Cross Country D4 AWD Pro,99900.0,130000,Schaltwagen,1969.0,Diesel,Kąty,Mazowieckie,2017,7
nissan,Nissan Qashqai 1.6 DCi Tekna,83800.0,42000,Schaltwagen,999.0,Benzin,Cieszyn,Śląskie,2019,5
seat,Seat Leon 2.0 TDI FR DSG,28000.0,290000,Automatik,1896.0,Diesel,Płock,Mazowieckie,2008,16
citroen,Citroën Berlingo 1.6 HDi 90 FAP Multispace,43900.0,76245,Schaltwagen,1560.0,Diesel,Tuchów,Małopolskie,2017,7
nissan,Nissan Qashqai 1.5 dCi Acenta,33900.0,142000,Schaltwagen,1995.0,Diesel,Dynów,Podkarpackie,2010,14
toyota,Toyota Avensis,12300.0,281691,Automatik,4164.0,Diesel,Kraków,Małopolskie,2004,20
bmw,BMW X1 xDrive23d,52900.0,180000,Automatik,1995.0,Diesel,Chotomów,Mazowieckie,2014,10
toyota,Toyota Camry,153900.0,6144,Automatik,1987.0,hybrid,Długołęka,Dolnośląskie,2022,2
bentley,Bentley Continental GT Speed,1050000.0,50000,Automatik,3993.0,Benzin,Żmigród,Dolnośląskie,2015,9
bmw,BMW Seria 1 118d,21999.0,245000,Schaltwagen,1596.0,Benzin,Grudziądz,Kujawsko-pomorskie,2007,17
toyota,Toyota Corolla 1.6 Terra,24900.0,119820,Schaltwagen,1329.0,Benzin,Sopot,Pomorskie,2011,13
bmw,BMW Seria 3,36900.0,113100,Automatik,1995.0,Diesel,Warszawa,Mazowieckie,2017,7
jeep,Jeep Compass,33800.0,153400,Schaltwagen,3605.0,Benzin,Alwernia,Małopolskie,2013,11
honda,Honda Civic 2.0 TypeR,41000.0,298000,Schaltwagen,2204.0,Diesel,Morawica,Małopolskie,2006,18
honda,Honda Civic 1.0 T Elegance (Navi),90000.0,11000,Schaltwagen,1996.0,Benzin,Bydgoszcz,Kujawsko-pomorskie,2020,4
mercedes-benz,Mercedes-Benz Klasa E 250 CGI BlueEffICIENCY,57000.0,185000,Automatik,2143.0,Diesel,Ozorków,Łódzkie,2011,13
hyundai,Hyundai i10 1.1 Comfort,14900.0,135000,Schaltwagen,1396.0,Benzin,Poznań,Wielkopolskie,2012,12
peugeot,Peugeot 407,13500.0,252350,Automatik,1997.0,Diesel,Wrocław,Dolnośląskie,2009,15
peugeot,Peugeot 307,5000.0,350200,Automatik,2179.0,Diesel,Kraków,Małopolskie,2002,22
peugeot,Peugeot 308 CC HDi FAP 140 Premium,34900.0,218000,Schaltwagen,1560.0,Diesel,Poznań,Wielkopolskie,2014,10
volkswagen,Volkswagen T-Roc 2.0 TDI Style DSG,85000.0,105000,Automatik,1968.0,Diesel,Rogoźnik,Śląskie,2018,6
bmw,BMW Seria 4 428i xDrive M Sport,85700.0,221515,Automatik,2993.0,Diesel,Iława,Warmińsko-mazurskie,2017,7
honda,Honda Civic 1.8 i-VTEC Sport,40900.0,122442,Schaltwagen,1198.0,Benzin,Gdynia,Pomorskie,2010,14
opel,Opel Meriva 1.6 16V Essentia,4999.0,184000,Schaltwagen,1796.0,Benzin,Sochaczew,Mazowieckie,2003,21
land-rover,Land Rover Discovery Sport 1.5 P300e R-Dynamic S,309700.0,6,Automatik,1999.0,Diesel,Katowice,Śląskie,2022,2
peugeot,Peugeot 308,57900.0,134000,Automatik,1560.0,Diesel,Czyżowice,Śląskie,2017,7
volkswagen,Volkswagen T-Roc 2.0 TSI 4Mot Premium DSG,108800.0,89616,Automatik,1498.0,Benzin,Gdańsk,Pomorskie,2019,5
renault,Renault Megane,8500.0,200000,Automatik,1998.0,Benzin,Przygodzice,Wielkopolskie,2003,21
ford,Ford S-Max 1.6 EcoBoost Start Stopp System Business Edition,39999.0,146000,Schaltwagen,1596.0,Benzin,Prusinowice,Łódzkie,2012,12
mercedes-benz,Mercedes-Benz Klasa C 180 9G-TRONIC,115500.0,249965,Automatik,2987.0,Diesel,Biłgoraj,Lubelskie,2016,8
nissan,Nissan Qashqai,34900.0,190000,Schaltwagen,2000.0,Benzin,Mrągowo,Warmińsko-mazurskie,2010,14
peugeot,Peugeot 308 SW 1.5 BlueHDi Active S&S,44900.0,187407,Schaltwagen,1560.0,Diesel,Kalisz,Wielkopolskie,2018,6
seat,Seat Ibiza 1.0 EVO Style S&S,56900.0,5,Schaltwagen,1498.0,Benzin,Bodzanów,Małopolskie,2023,1
ford,Ford Puma 1.0 EcoBoost mHEV Titanium X,88700.0,7,Schaltwagen,999.0,Benzin,Gniezno,Wielkopolskie,2023,1
ford,Ford Mondeo 2.0 TDCi Titanium,27600.0,199434,Automatik,1997.0,Diesel,Szczaniec,Lubuskie,2014,10
mercedes-benz,Mercedes-Benz CLS,58900.0,258000,Automatik,2987.0,Diesel,Kraków,Małopolskie,2010,14
peugeot,Peugeot 3008 1.5 BlueHDi Allure Pack S&S EAT8,163000.0,1,Automatik,1499.0,Diesel,Katowice,Śląskie,2023,1
ford,Ford S-Max,35900.0,115000,Schaltwagen,1560.0,Diesel,Stawiski,Podlaskie,2011,13
volkswagen,Volkswagen Tiguan,150000.0,1,Automatik,1968.0,Diesel,Czajowice,Małopolskie,2023,1
toyota,Toyota Yaris,10900.0,241000,Automatik,2362.0,Benzin+LPG,Zawiercie,Śląskie,2004,20
opel,Opel Corsa,15400.0,70570,Schaltwagen,,Benzin,Karczew,Mazowieckie,2016,8
mazda,Mazda 5,12500.0,250000,Schaltwagen,2261.0,Benzin,Augustów,Podlaskie,2005,19
hyundai,Hyundai ix20 1.4 5 Star Edition,31500.0,109336,Schaltwagen,1591.0,Benzin,Białobrzegi,Mazowieckie,2012,12
volkswagen,Volkswagen Golf Plus 1.6 TDI Trendline,22900.0,290000,Schaltwagen,2461.0,Diesel,Warszawa,Mazowieckie,2008,16
bmw,BMW X4 xDrive30i mHEV sport,328600.0,1,Automatik,1995.0,Diesel,Gliwice,Śląskie,2023,1
mercedes-benz,Mercedes-Benz Klasa A 220 4-Matic 7G-DCT,189665.0,31631,Automatik,1332.0,Benzin,Ociąż,Wielkopolskie,2021,3
bmw,BMW Seria 5 518d,79900.0,152000,Automatik,2993.0,Diesel,Pyrzowice,Śląskie,2015,9
peugeot,Peugeot 407,9900.0,180000,Schaltwagen,1360.0,Benzin,Warszawa,Mazowieckie,2008,16
seat,Seat Exeo ST 2.0 TDI CR Style,20500.0,118000,Schaltwagen,1390.0,Benzin,Turek,Wielkopolskie,2014,10
volkswagen,Volkswagen Golf VII 1.6 TDI BMT Highline,43900.0,183000,Schaltwagen,1968.0,Diesel,Leszno,Wielkopolskie,2012,12
opel,Opel Astra IV 1.4 Essentia,27000.0,108206,Schaltwagen,1398.0,Benzin,Gdańsk,Pomorskie,2013,11
opel,Opel Grandland X,97000.0,99000,Automatik,1199.0,Benzin,Piaseczno,Mazowieckie,2018,6
bmw,BMW Seria 5 518d Advantage,119900.0,118000,Automatik,1995.0,Diesel,Zielona Góra,Lubuskie,2018,6
opel,Opel Astra III 1.9 CDTI Cosmo,3900.0,249000,Schaltwagen,1686.0,Diesel,Koziegłowy,Śląskie,2005,19
infiniti,Infiniti Q30 1.5d,59900.0,155000,Schaltwagen,1461.0,Diesel,Wręczyca Wielka,Śląskie,2016,8
opel,Opel Astra V 1.6 CDTI Elite S&S,48900.0,177300,Schaltwagen,1956.0,Diesel,Warszawa,Mazowieckie,2019,5
citroen,Citroën C3,69900.0,1,Schaltwagen,1199.0,Benzin,Rumia,Pomorskie,2023,1
peugeot,Peugeot 208,38000.0,220000,Schaltwagen,1199.0,Benzin+LPG,Piaseczno,Mazowieckie,2013,11
peugeot,Peugeot 207 1.4 Trendy,14900.0,135900,Schaltwagen,1397.0,Benzin,Żary,Lubuskie,2009,15
volkswagen,Volkswagen Scirocco 1.4 TSI R-Style,44900.0,175000,Schaltwagen,1598.0,Diesel,Radom,Mazowieckie,2010,14
bmw,BMW Seria 5,24700.0,263000,Automatik,2926.0,Diesel,Tczew,Pomorskie,2002,22
volkswagen,Volkswagen Polo,3900.0,218000,Automatik,1595.0,Benzin,Stargard Szczeciński,Zachodniopomorskie,1998,26
nissan,Nissan Qashqai,27200.0,138509,Schaltwagen,1997.0,Benzin,Chmielnik,Świętokrzyskie,2008,16
ford,Ford Kuga 2.0 TDCi 4x2 ST-Line,74700.0,51000,Schaltwagen,1499.0,Benzin,Nysa,Opolskie,2019,5
ford,Ford Fiesta 1.1 Titanium ASS,61900.0,29123,Schaltwagen,1995.0,Diesel,Jarocin,Wielkopolskie,2020,4
ford,Ford Focus 1.0 EcoBoost Start-Stopp-System,32800.0,146000,Schaltwagen,1242.0,Benzin,Kraków,Małopolskie,2011,13
peugeot,Peugeot 206 1.4 Happy,12200.0,236000,Schaltwagen,1560.0,Diesel,Czerwionka-Leszczyny,Śląskie,2008,16
nissan,Nissan Qashqai 2.0 CVT tekna,39900.0,157000,Automatik,1997.0,Benzin,Olsztyn,Warmińsko-mazurskie,2010,14
kia,Kia EV6 77.4kWh GT-Line AWD,299000.0,8,Automatik,1598.0,hybrid,Toruń,Kujawsko-pomorskie,2023,1
nissan,Nissan Qashqai,35600.0,168000,Schaltwagen,1461.0,Diesel,Poznań,Wielkopolskie,2012,12
honda,Honda Jazz,22900.0,130000,Schaltwagen,1798.0,Benzin,Mogilno,Kujawsko-pomorskie,2012,12
peugeot,Peugeot 206 1.4 XT,4999.0,176000,Automatik,1587.0,Benzin,Konin,Wielkopolskie,2002,22
honda,Honda Civic,23000.0,238000,Schaltwagen,1799.0,Benzin,Łódź,Łódzkie,2010,14
toyota,Toyota Yaris 1.0 Active,33300.0,230000,Schaltwagen,1598.0,Benzin,Kraków,Małopolskie,2010,14
toyota,Toyota Corolla 1.6 Premium,54300.0,264000,Schaltwagen,2231.0,Diesel,Warszawa,Mazowieckie,2014,10
kia,Kia XCeed 1.5 T-GDI L Business Line,99900.0,12200,Schaltwagen,1482.0,Benzin,Bydgoszcz,Kujawsko-pomorskie,2021,3
opel,Opel Antara 2.0 CDTI Edition,21900.0,506720,Schaltwagen,1910.0,Diesel,Dębica,Podkarpackie,2007,17
mercedes-benz,Mercedes-Benz Klasa C 200 9G-TRONIC,137500.0,58000,Automatik,1991.0,Benzin,Witaszyce,Wielkopolskie,2017,7
bmw,BMW Seria 5 525d xDrive,70900.0,255161,Automatik,1995.0,Diesel,Łuków,Lubelskie,2012,12
toyota,Toyota Corolla 1.6 2010,28500.0,87400,Schaltwagen,1329.0,Benzin,Kamieńsk,Łódzkie,2014,10
kia,Kia Sportage,55000.0,184321,Automatik,1685.0,Diesel,Lublin,Lubelskie,2012,12
mercedes-benz,Mercedes-Benz GLA 250 4-Matic,95000.0,120900,Automatik,1991.0,Benzin,Katowice,Śląskie,2016,8
renault,Renault Koleos,11900.0,280000,Automatik,1995.0,Diesel,Kraków,Małopolskie,2008,16
nissan,Nissan Juke,49999.0,55840,Schaltwagen,1197.0,Benzin,Gniezno,Wielkopolskie,2017,7
opel,Opel Astra II 1.4 Start,20800.0,173523,Schaltwagen,1229.0,Benzin,Kraków,Małopolskie,2014,10
renault,Renault Grand Scenic TCe 130 Luxe,29999.0,191000,Schaltwagen,1998.0,Benzin,Częstochowa,Śląskie,2011,13
opel,Opel Corsa 1.2 16V Enjoy,22900.0,308000,Schaltwagen,1956.0,Diesel,Pilica,Śląskie,2014,10
hyundai,Hyundai ix35 1.6 2WD Fifa World Cup Edition,55900.0,110000,Schaltwagen,1685.0,Diesel,Mogilany,Małopolskie,2014,10
volvo,Volvo V60,51900.0,189000,Schaltwagen,1969.0,Diesel,Węgrów,Mazowieckie,2018,6
chevrolet,Chevrolet S-10,24900.0,1500,Automatik,5666.0,Benzin,Michałów-Reginów,Mazowieckie,1995,29
ford,Ford Fiesta,43000.0,70248,Schaltwagen,1999.0,Benzin,Piaseczno,Mazowieckie,2016,8
volkswagen,Volkswagen Golf 2.0 GTI DSG,58900.0,142000,Automatik,1498.0,Benzin,Warszawa,Mazowieckie,2019,5
opel,Opel Combo Life 1.5 CDTI Enjoy S&S,84900.0,30000,Schaltwagen,1398.0,Benzin,Łódź,Łódzkie,2019,5
honda,Honda Accord,108000.0,16700,Schaltwagen,1996.0,Benzin,Warszawa,Mazowieckie,2020,4
renault,Renault Megane 2.0 16V TCE Dynamique,29950.0,349000,Schaltwagen,1461.0,Diesel,Nisko,Podkarpackie,2012,12
opel,Opel Vivaro,25900.0,255000,Schaltwagen,1796.0,Benzin,Zambrów,Podlaskie,2006,18
chevrolet,Chevrolet Corvette,88000.0,160000,Schaltwagen,5666.0,Benzin,Rawa Mazowiecka,Łódzkie,1996,28
toyota,Toyota Proace City Verso Long 1.5 D-4D Business,137500.0,7599,Schaltwagen,1197.0,Benzin,Bielany Wrocławskie,Dolnośląskie,2021,3
cadillac,Cadillac Escalade 6.2 V8 Elegance,60000.0,185000,Automatik,4565.0,Benzin+LPG,Częstochowa,Śląskie,2008,16
seat,Seat Leon 1.8T Top Sport,21000.0,290000,Schaltwagen,1781.0,Benzin+LPG,Gdów,Małopolskie,2001,23
nissan,Nissan Qashqai,40000.0,89000,Schaltwagen,1197.0,Benzin,Warszawa,Mazowieckie,2018,6
peugeot,Peugeot 308 1.6 e-THP GT S&S,65000.0,156437,Schaltwagen,1499.0,Diesel,Chojnice,Pomorskie,2019,5
honda,Honda Accord 2.0 Comfort,67000.0,272000,Schaltwagen,1597.0,Diesel,Brójce,Łódzkie,2014,10
opel,Opel Vectra 1.9 CDTI Cosmo,8500.0,244000,Schaltwagen,1796.0,Benzin+LPG,Lublin,Lubelskie,2007,17
jaguar,Jaguar S-Type 4.2 V8,24000.0,301000,Automatik,3996.0,Benzin,Bieruń,Śląskie,2000,24
nissan,Nissan Micra,6900.0,308000,Schaltwagen,2953.0,Diesel,Radom,Mazowieckie,2000,24
renault,Renault Megane,3900.0,189400,Automatik,1598.0,Benzin,Kartuzy,Pomorskie,2001,23
honda,Honda Jazz,16900.0,216752,Schaltwagen,1799.0,Benzin,Lubartów,Lubelskie,2008,16
renault,Renault Clio 1.3 TCe R.S Line,108500.0,433,Schaltwagen,1332.0,Benzin,Radom,Mazowieckie,2022,2
volvo,Volvo V90 Cross Country B4 D AWD Ultimate,239900.0,32406,Automatik,1969.0,Benzin,Łódź,Łódzkie,2021,3
renault,Renault Megane 1.5 Blue dCi Life,34800.0,141889,Schaltwagen,1197.0,Benzin,Ksawerów,Łódzkie,2015,9
volvo,Volvo V70 2.0D Momentum,21900.0,241474,Schaltwagen,1997.0,Diesel,Chojnice,Pomorskie,2009,15
bmw,BMW X3 xDrive20d,176600.0,19220,Automatik,1499.0,Benzin,Mikołów,Śląskie,2022,2
peugeot,Peugeot Rifter 1.5 BlueHDI GT S&S N1,105900.0,87355,Automatik,1199.0,Benzin,Wągrowiec,Wielkopolskie,2017,7
bmw,BMW Seria 3 330d xDrive Sport Line Shadow sport,65900.0,155000,Automatik,2993.0,Diesel,Lubartów,Lubelskie,2016,8
bmw,BMW X7 M50d sport,396060.0,91700,Automatik,1995.0,Diesel,Katowice,Śląskie,2018,6
mercedes-benz,Mercedes-Benz Klasa S 65 AMG L,126500.0,232000,Automatik,2987.0,Diesel,Warszawa,Mazowieckie,2008,16
bmw,BMW Seria 5,55900.0,186000,Automatik,2993.0,Diesel,Piekoszów,Świętokrzyskie,2014,10
volkswagen,Volkswagen Passat Variant 2.0 TDI DPF Trendline,19000.0,300830,Schaltwagen,1422.0,Diesel,Góra Kalwaria,Mazowieckie,2007,17
toyota,Toyota Prius (Hybrid) Comfort,43500.0,350000,Automatik,1798.0,hybrid,Radwanice,Dolnośląskie,2014,10
opel,Opel Astra 1.6 Turbo Sport,27700.0,209598,Schaltwagen,1796.0,Benzin,Radom,Mazowieckie,2010,14
hyundai,Hyundai i10,21000.0,367913,Schaltwagen,1582.0,Diesel,Wolbrom,Małopolskie,2013,11
peugeot,Peugeot 207,15900.0,241000,Schaltwagen,1997.0,Benzin,Tarnowskie Góry,Śląskie,2005,19
bmw,BMW X1,95900.0,150000,Automatik,1499.0,Benzin,Warszawa,Mazowieckie,2015,9
volvo,Volvo V50,23900.0,299992,Schaltwagen,1984.0,Diesel,Chwaszczyno,Pomorskie,2010,14
nissan,Nissan Note 1.6 Acenta,11500.0,207000,Schaltwagen,1461.0,Diesel,Warszawa,Mazowieckie,2008,16
mercedes-benz,Mercedes-Benz Klasa C 350 CDI DPF 4Matic 7G-TRONIC BlueEFFICIENCY Avantgarde,48500.0,243000,Automatik,2143.0,Diesel,Koszalin,Zachodniopomorskie,2011,13
peugeot,Peugeot 3008,29700.0,235900,Automatik,1997.0,hybrid,Głogoczów,Małopolskie,2013,11
toyota,Toyota C-HR,134900.0,5,Automatik,1998.0,hybrid,Łódź,Łódzkie,2023,1
toyota,Toyota Yaris Hybrid 1.5 Comfort,97625.0,5,Automatik,1798.0,hybrid,Warszawa,Mazowieckie,2023,1
mercedes-benz,Mercedes-Benz SLK 250 CGI,89000.0,32000,Automatik,3982.0,Benzin,Nowy Sącz,Małopolskie,2017,7
volkswagen,Volkswagen Golf,6900.0,240000,Automatik,1781.0,Benzin+LPG,Pruszków,Mazowieckie,1999,25
kia,Kia Sportage 2.0,19900.0,193717,Schaltwagen,1998.0,Benzin+LPG,Myślenice,Małopolskie,1998,26
toyota,Toyota Corolla,104799.0,100341,Automatik,1798.0,hybrid,Łajski,Mazowieckie,2017,7
citroen,Citroën C3,58501.0,3900,Schaltwagen,1199.0,Benzin,Bielany Wrocławskie,Dolnośląskie,2022,2
kia,Kia Sportage 1.7 CRDI 2WD Edition 7,60900.0,79249,Schaltwagen,1248.0,Benzin,Babiak,Wielkopolskie,2019,5
peugeot,Peugeot 3008,157000.0,2500,Automatik,1199.0,Benzin,Katowice,Śląskie,2023,1
ford,Ford Focus 2.0 TDCi Titanium,33900.0,214000,Schaltwagen,1560.0,Diesel,Stary Sącz,Małopolskie,2011,13
toyota,Toyota Aygo 1.0 VVT-i X,39870.0,18900,Schaltwagen,1197.0,Benzin,Szczecin,Zachodniopomorskie,2019,5
peugeot,Peugeot 207 CC 120 VTi Active,14900.0,215000,Schaltwagen,1598.0,Benzin,Chojnice,Pomorskie,2008,16
porsche,Porsche Cayenne Turbo,38700.0,188000,Automatik,4806.0,Benzin,Jawiszowice,Małopolskie,2007,17
toyota,Toyota Avensis,72900.0,174000,Schaltwagen,1598.0,Diesel,Słupsk,Pomorskie,2015,9
volkswagen,Volkswagen T-Roc 1.5 TSI ACT Advance,110000.0,5,Schaltwagen,999.0,Benzin,Warszawa,Mazowieckie,2023,1
renault,Renault Koleos 2.0 Blue dCi Initiale Paris 4x4 X-Tronic,136900.0,8923,Automatik,1598.0,Benzin,Luboń,Wielkopolskie,2021,3
nissan,Nissan Patrol GR 2.8 TDI,45000.0,254000,Schaltwagen,1990.0,Benzin,Warszawa,Mazowieckie,1999,25
volkswagen,Volkswagen Golf 1.6 TDI 4Motion BlueMotion Technology Comfortline,33900.0,241500,Schaltwagen,1968.0,Diesel,Gniezno,Wielkopolskie,2012,12
seat,Seat Leon 1.0 EcoTSI Style Start/Stop,59900.0,90762,Schaltwagen,999.0,Benzin,Zielona Góra,Lubuskie,2019,5
dacia,Dacia Duster 1.3 TCe FAP Prestige,67900.0,66241,Schaltwagen,1598.0,Benzin,Jantar,Pomorskie,2018,6
volvo,Volvo S80 2.5T Executive,27900.0,282801,Automatik,1997.0,Diesel,Rajsko,Małopolskie,2009,15
mercedes-benz,Mercedes-Benz GLC AMG 43 4-Matic,184900.0,74696,Automatik,2996.0,Benzin,Warszawa,Mazowieckie,2017,7
opel,Opel Insignia,79900.0,122000,Automatik,,Benzin,Kluczbork,Opolskie,2018,6
mini,MINI Cooper Standard,157800.0,5,Automatik,1998.0,Benzin,Łódź,Łódzkie,2022,2
volkswagen,Volkswagen Golf VIII 1.5 eTSI EVO R-Line DSG,164000.0,5,Automatik,2967.0,Diesel,Chorzów,Śląskie,2023,1
volkswagen,Volkswagen Golf VII 2.0 TDI BMT Comfortline EU6,49500.0,46696,Schaltwagen,1498.0,Benzin,Częstochowa,Śląskie,2019,5
peugeot,Peugeot RCZ 2.0 HDi,26900.0,202123,Schaltwagen,1997.0,Diesel,Ostrów Wielkopolski,Wielkopolskie,2011,13
volkswagen,Volkswagen Passat 1.8 TSI BMT Highline DSG,87899.0,96500,Automatik,1984.0,Benzin,Rybnik,Śląskie,2017,7
nissan,Nissan Qashqai 1.6 Acenta,29600.0,165000,Schaltwagen,1600.0,Benzin+LPG,Grodzisk Mazowiecki,Mazowieckie,2008,16
skoda,Skoda Superb 2.0 TDI SCR Style DSG,138800.0,206000,Automatik,1798.0,Benzin,Mysłowice,Śląskie,2016,8
opel,Opel Zafira 1.9 CDTI Elegance,7500.0,275940,Schaltwagen,1956.0,Diesel,Nysa,Opolskie,2009,15
peugeot,Peugeot 3008,129900.0,39000,Automatik,1598.0,Benzin,Łódź,Łódzkie,2017,7
volvo,Volvo XC 90 B5 D AWD Plus Bright 7os,350885.0,67000,Automatik,1477.0,Benzin,Zielona Góra,Lubuskie,2020,4
bmw,BMW X1,49900.0,124000,Automatik,1997.0,Benzin,Olsztyn,Warmińsko-mazurskie,2014,10
mercedes-benz,Mercedes-Benz GLB,179900.0,5,Automatik,2999.0,Benzin,Piaseczno,Mazowieckie,2023,1
peugeot,Peugeot 3008 1.6 HDi Trendy,22900.0,115000,Schaltwagen,1560.0,Diesel,Szczury,Wielkopolskie,2013,11
opel,Opel Astra V 1.4 T Dynamic S&S,55900.0,141000,Automatik,1598.0,Diesel,Ostrów Mazowiecka,Mazowieckie,2016,8
volvo,Volvo V40,46800.0,173323,Schaltwagen,1969.0,Diesel,Łuków,Lubelskie,2018,6
bmw,BMW X3 xDrive20d,51900.0,235000,Automatik,2993.0,Diesel,Piła,Wielkopolskie,2011,13
opel,Opel Mokka 1.6 CDTI Cosmo S&S,49900.0,142500,Schaltwagen,1598.0,Diesel,Radzyń Podlaski,Lubelskie,2018,6
bmw,BMW Seria 2 218d M Sport sport,221900.0,5,Automatik,2993.0,Diesel,Bydgoszcz,Kujawsko-pomorskie,2023,1
renault,Renault Twingo,7300.0,226232,Schaltwagen,1598.0,Benzin+LPG,Poznań,Wielkopolskie,2004,20
hyundai,Hyundai I30 1.4 Style,38900.0,66000,Schaltwagen,1396.0,Benzin,Płock,Mazowieckie,2014,10
alfa-romeo,Alfa Romeo Stelvio 2.0 Turbo Veloce Q4,288810.0,3000,Automatik,1995.0,Benzin,Poznań,Wielkopolskie,2022,2
ford,Ford Mondeo Turnier 2.0 EcoBlue Titanium,74999.0,146500,Automatik,1997.0,Diesel,Pabianice,Łódzkie,2017,7
bmw,BMW Seria 5 525d Touring Luxury Line,84000.0,76325,Automatik,1995.0,Diesel,Goleniów,Zachodniopomorskie,2016,8
volkswagen,Volkswagen T-Roc,138000.0,1,Automatik,2000.0,Benzin,Częstochowa,Śląskie,2023,1
volvo,Volvo XC 90 D5 AWD Geartronic Inscription,127000.0,140000,Automatik,1969.0,Diesel,Gliwice,Śląskie,2019,5
volvo,Volvo V70 1.6D DRIVe Summum,24900.0,239000,Schaltwagen,1984.0,Diesel,Giżycko,Warmińsko-mazurskie,2011,13
mini,MINI Countryman,46900.0,45000,Automatik,1598.0,Benzin,Grudziądz,Kujawsko-pomorskie,2013,11
land-rover,Land Rover Freelander,13000.0,170000,Schaltwagen,1796.0,Benzin,Tarnowskie Góry,Śląskie,2002,22
opel,Opel Zafira Tourer 1.6 CDTI ecoFLEX Start/Stop Business Edition,37950.0,117000,Schaltwagen,1364.0,Benzin,Płock,Mazowieckie,2015,9
volkswagen,Volkswagen Touran 1.4 TSI Trendline,16000.0,238759,Schaltwagen,1968.0,Diesel,Zgorzelec,Dolnośląskie,2007,17
volvo,Volvo XC 60 T5 AWD Inscription,169900.0,110200,Automatik,1969.0,Diesel,Lipno,Kujawsko-pomorskie,2018,6
opel,Opel Corsa 1.4 T Cosmo S&S,25900.0,175000,Schaltwagen,1956.0,Diesel,Dulowa,Małopolskie,2010,14
jeep,Jeep Grand Cherokee 4.7 Limited,220000.0,208995,Automatik,5900.0,Benzin,Józefów,Mazowieckie,1998,26
ford,Ford Kuga 2.0 TDCi 4x4 Individual,46900.0,206000,Schaltwagen,1242.0,Benzin,Radom,Mazowieckie,2010,14
volvo,Volvo XC 70,33000.0,280000,Automatik,2521.0,Benzin,Lublin,Lubelskie,2007,17
audi,Audi Q7 3.0 TDI Quattro Tiptronic,32000.0,231332,Automatik,1968.0,Diesel,Poznań,Wielkopolskie,2005,19
bmw,BMW X3 xDrive30d M Sport sport,174900.0,52700,Automatik,1998.0,Benzin,Mikołów,Śląskie,2019,5
bmw,BMW Seria 4 420d Luxury Line,117500.0,182000,Automatik,2993.0,Diesel,Zielona Góra,Lubuskie,2018,6
alfa-romeo,Alfa Romeo 159 2.4JTDM Q-Progression,17900.0,251000,Automatik,2387.0,Diesel,Radom,Mazowieckie,2008,16
kia,Kia Rio 1.0 T-GDI M,51900.0,196822,Schaltwagen,1685.0,Diesel,Komorniki,Wielkopolskie,2015,9
kia,Kia Sportage,95000.0,33769,Schaltwagen,1598.0,Benzin,Piaseczno,Mazowieckie,2022,2
opel,Opel Insignia 1.8 Cosmo,27990.0,203500,Schaltwagen,1364.0,Benzin,Kutno,Łódzkie,2014,10
volvo,Volvo XC 60 D4 Summum,68900.0,238485,Schaltwagen,1969.0,Diesel,Rzeszów,Podkarpackie,2014,10
volvo,Volvo V40 D4 Drive-E R-Design Momentum,21000.0,173000,Schaltwagen,1969.0,Diesel,Warszawa,Mazowieckie,2014,10
volkswagen,Volkswagen Passat 2.0 TDI BMT Comfortline DSG,64990.0,58000,Automatik,1984.0,Benzin,Polska Cerekiew,Opolskie,2019,5
kia,Kia Ceed 1.5 T-GDI M,94900.0,24000,Schaltwagen,1482.0,Benzin,Wojnicz,Małopolskie,2021,3
volkswagen,Volkswagen Passat 2.0 TDI BMT SCR Comfortline DSG7,74900.0,158000,Automatik,1968.0,Diesel,Łódź,Łódzkie,2019,5
bmw,BMW Seria 3 320i Touring Sport Line,45000.0,96094,Automatik,3999.0,Benzin,Kozienice,Mazowieckie,2012,12
opel,Opel Meriva,23800.0,107440,Schaltwagen,1364.0,Benzin,Świdnica,Dolnośląskie,2014,10
opel,Opel Corsa 1.2 S&S,69920.0,14470,Schaltwagen,1199.0,Benzin,Toruń,Kujawsko-pomorskie,2022,2
hyundai,Hyundai ix20 1.4 blue Classic,29700.0,163000,Schaltwagen,1396.0,Diesel,Kielce,Świętokrzyskie,2013,11
volkswagen,Volkswagen T-Cross,94900.0,198000,Automatik,1197.0,Benzin,Leszno,Wielkopolskie,2015,9
volvo,Volvo V40,109900.0,118000,Automatik,1969.0,Benzin,Toruń,Kujawsko-pomorskie,2015,9
bmw,BMW Seria 3 318d,79999.0,229894,Automatik,1995.0,Diesel,Rybnik,Śląskie,2017,7
opel,Opel Corsa 1.3 CDTI DPF (ecoFLEX) Color Edition,12900.0,179227,Schaltwagen,1364.0,Benzin,Majdan Sieniawski,Podkarpackie,2009,15
